Monster Name,Description
Owlbear,"An owlbear's screech echoes through dark valleys and benighted forests, piercing the quiet night to announce the death of its prey. Feathers cover the thick, shaggy coat of its bearlike body, and the limpid pupils of its great round eyes stare furiously from its owlish head.  Deadly Ferocity. The owlbear's reputation for ferocity,  aggression, stubbornnes~. and sheer ill temper makes it one of the most feared predators of the wild. There is little, if anything, that a hungry owlbear fears. Even monsters that outmatch an owlbear in size and strength avoid tangling with it, for this creature cares nothing about a foe's superior strength as it attacks without provocation.  Consummate Predators. An owl bear emerges  from its den around sunset and hunts into the darkest hours of the night, hooting or screeching to declare its territory, to search for a mate, or to flush prey into its hunting grounds. These are typically forests familiar to the owlbear, and dense enough to limit its quarry's escape routes.  An owlbear makes its den in a cave or ruin littered with the bones of its prey. It drags partially devoured kills back to its den, storing portions of the carcass among the surrounding rocks, bushes, and trees. The scent of blood and rotting flesh hangs heavy near an owlbear's lair, attracting scavengers and thus luring more prey.  Owl bears hunt alone or in mated pairs. If quarry is plentiful, a family of owlbears might remain together for longer than 'is required to rear offspring. Otherwise, they part ways as soon as the young are ready to hunt.  Savage Companions. Although they are more  intelligent than most animals, owlbears are difficult to tame. However, with enough time, food, and luck, an intelligent creature can train an owlbear to recognize it as a master, making it an unflinching guard or a fast and hardy mount. People of remote frontier settlements have even succeeded at racing owlbears, but spectators bet as often on which owl bear will attack its handler as they do on which will reach the finish line first.  Elven communities encourage owlbears to den beneath their treetop villages, using the beasts as a natural defense during the night. Hobgoblins favor owlbears as war beasts, and hill giants and frost giants sometimes keep owl bears as pets. A starved owlbear might show up in a gladiatorial arena, ruthlessly eviscerating and devouring its foes before a bloodthirsty audience.  Ow/bear Origins. Scholars have long debated the origins of the owl bear. The most common theory is that a demented wizard created the first specimen by crossing a giant owl with a bear. However, venerable elves claim to have known these creatures for thousands of years, and some fey insist that owl bears have always existed in  the Feywild.  Large monstrosity, unaligned  Armor Class 13  (natural armor) Hit Points 59  (7d10 + i 1) Speed 40ft. "
Panther,"Medium  beast, unaligned  Armor Class 12 Hit Points  13  (3d8) Speed  50 ft ., climb 40ft. "
Pegasus,"Large celestial,  chaotic good  Armor Class 12 Hit Points  59  (7d10 + 21) Speed 60 ft.,  fly  90 ft. "
Peryton,"Although this monstrous carnivore feeds on any creature, it prefers humanoids, especially elves, half-elves, and humans. When it kills a humanoid, a peryton rips out its prey's heart and takes it back to its nest to be devoured.  The peryton is a bizarre creature that blends the body and wings of a bird of prey with the head of a stag. Its strangest feature is its shadow, which appears humanoid rather than reflecting the creature's physical form. Sages postulate that the first perytons were humans transformed by a hideous curse or magical experiment, but bards tell a different tale of a man whose infidelity caused his scorned wife to cut out the heart of her younger, more beautiful rival and consume it in a ritual intended to forever win her husband's heart. The ritual succeeded until the woman's villainy was exposed. She was hanged for her crime, but the lingering magic of her foul ritual caused the carrion birds that feasted on her corpse to trans form into the first perytons.  Unnatural Hunger. A peryton's reproductive cycle depends on the heart of a freshly killed humanoid. The organ must be consumed by a female peryton before she can reproduce. When a peryton consumes a heart, its shadow changes for a brief time to reflect its true monstrous form.  When attacking a humanoid, a peryton is single  minded and relentless, fighting until it or its prey dies. If a peryton is somehow driven away, it stalks lost prey from afar, attacking again whe n the opportunity arises.  Bane of the Mountains. Perytons roost atop  mountain ridges a nd lair in high caves. They prey on creatures living or wandering in the vales below, and travelers on lonely mountain roads learn to keep a wary eye on the sky. Because norma l weapons are less effective against perytons, the folk of the mountains know to avoid confrontations with these mons ters at all costs .  Establis hed settlements are attractive to perytons as a renewable food source. As such, village councils and local nobles' often hire adventurers to eliminate peryton nests.  . "
Phase Spider,"Large monstrosity,  unaligned  Armor Class 13  (natural armor) Hit Points 32  (5d10 + 5) ' Speed 30ft., climb 30 ft.  .,, .... _ ........  ~\  . "
Piercer,"Clinging to  the ceilings of caverns and large subterranean passages, piercers blend in perfectly with natural rock, dropping in silence to  impale unsuspecting foes on the ground below.  A piercer is the larval form of a roper, and the two  creatures often attack in tandem. A rock-like shell encases a piercer's body, giving it the look and texture of a stalactite. That shell protects a soft, slug-like upper body that lets the piercer move across cavern walls and ceilings to  position itself for prey. With its eye and mouth closed, the piercer is difficult to distinguish from ordinary rock formations .  Patient Hunters. Piercers can see, but they can also respond to noise and heat, waiting for  living creatures to pass beneath them, then falling to attack. A piercer that misses its chance to kill must make its slow way back to the ceiling. A fallen  piercer excretes a foul-smelling slime when attacked, making most predators think twice about eating it.  Piercers gather in colonies to  maximize the  effectiveness of their attacks, dropping simultaneously to increase the odds of striking prey. After a piercer successfully slays a creature, the others slowly creep toward the corpse to join in the feast."
Pit Fiend," The undisputed lords of most other devils, pit fiends attend the archdukes and archduchesses of the Nine Hells and carry out their wishes. These mighty devils are the generals of the Nine Hells, leading its infernal legions into battle.  With an inflated sense of superiority and entitlement,  pit fiends form a grotesque aristocracy in  the infernal realm. These domineering and manipulative tyrants conspire to eliminate anything that stands between them and their desires, even as they negotiate the convoluted and dangerous politics of the Nine Hells.  A pit fiend  is a hulking monster with a whip-like tail and enormous wings that it wraps around itself like a cloak. Armored scales cover its body, and its fanged maw drips a venom that can lay  the mightiest mortal creatures low.  Fearless in  battle, a pit fiend  takes on the most powerful foes in single combat, demonstrating its supremacy and an arrogance that prevents it from acknowledging any chance of defeat. "
Pit Fiend,"Large fiend (devil),  lawful evil  Armor Class 19  (natural armor) Hit Points 300 (24d10 + 168) Speed 30ft., fly  60 ft.  Magic Weapons. The pit fiend's weapon attacks  are magical.  Innate Spel/casting. The pit fiend's spellcasting ability is Charisma  (spell  save  DC 21). The pit fiend  can  innately cast the following spells, requiring no material components:  At will:  detect magic, fireball 3fday each:  hold monster, wall of fire "
Pixie,"Standing barely a foot tall, pixies resemble diminutive elves with gossamer wings like those of dragonflies or butterflies, bright as the clear dawn and as luminous as the full  moonrise. Curious as cats and shy as deer, pixies go where they please. They like to spy on other creatures and can barely contain their excitement around them. The urge to introduce themselves and strike up a friendship is almost overwhelming; only a pixie's fear of being captured or attacked stays its hand. Those who wander through a pixie's glade might never see the creatures, yet hear the occasional giggle, gasp, or sigh.  Pixies array themselves like princes and  princesses of the fey, wearing flowing gowns and doublets of silk that sparkle like moonlight on a pond. Some dress in acorns, leaves, bark, and the pelts of tiny woodland beasts. They take great pride in their regalia and beam with joy when they are complimented on their ensembles.  Magical Faerie Folk. With their innate power of invisibility, pixies rarely appear unless they wish to be seen. In the Feywild and on the Material Plane, pixies etch patterns of frost on winter ponds and rouse the buds in springtime. They cause flowers to sparkle with summer dew, and color the leaves with the blazing hues of autumn.  Pixie Dust. When pixies fly visibly, a shower of  sparkling dust follows in their wake like the glittering tail of a shooting star. A mere sprinkle of pixie dust is said to be able to grant the power of flight, confuse a creature hopelessly, or send foes into a magical slumber. Only pixies can use their dust to its full  potential, but these fey are constantly sought out by mages and monsters seeking to study or master their power.  Tiny Tricksters. While the arrival of visitors piques their curiosity, pixies are too shy to reveal themselves at first. They study the visitors from afar to gauge their temperament or play harmless tricks on them to measure their reactions. For example, pixies might tie a dwarf's boots together, create illusions of strange creatures or treasures, or use dancing lights to lead interlopers astray. If the visitors respond with hostility, the pixies give them a wide berth. If the visitors are good natured, the pixies are likely to be emboldened and more friendly. The fey might even emerge and offer to guide their ""guests"" along a safe route or invite them to a tiny yet satisfying feast prepared in their honor.  Opposed to Violence. Unlike their fey cousins, the sprites, pixies abhor weapons and would sooner flee than get into il physical altercation with any enemy. "
Planetar,"Planetars act as the weapons of the gods they serve, presenting a tangible representation of their deities' might. A planetar can call down rain to relieve a drought, or can loose an insect plague to devour crops. A planetar's celestial ears detect every falsehood, and its radiant eyes see through every deception.  Planetars are muscular and hairless and have  opalescent green skin and white-feathe red wings. They tower over most humanoids, brandishing immense swords with grace. Sometimes sent to aid powerful mortals on important tasks for good, planetars are especially fond of missions that involve battling fiends.  Large celestial,  lawful good  Armor Class 19  (natu ral  armor) Hit Points 200  (16d10 + 112) Speed 40ft., fly  120ft. "
Plesiosaurus," A plesiosaurus is a marine dinosaur whose compact body is driven by powerful flippers. Predatory and aggressive, it attacks any creature it encounters. Its flexible neck accounts for a third of its total length, letting it twist in any direction to deliver a powerful bite. "
Polar Bear,"Large beast, unaligned  Armor Class 12 (natural armor) Hit Points 42  (5d10 + 15) Speed 40ft., swim  30ft. "
Pony,"Medium  beast,  unaligned  Armor Class 10 Hit Points 11  (2d8 + 2) Speed 40ft.  Keen  Smell.  The rat ha s advantage on Wisdom  (Perception) checks  that rely on  smell . "
Priest,"Medium  humanoid (any  race), any alignment  Armor Class 13  (chain  shirt) Hit  Points 27  (5d8 +  5) Speed 25ft. "
Pteranodon," These flying reptiles have wingspans of 15 to  20 feet and typically dive for small  marine prey,  though they are opportunists and will attack any creature that appears edible. A pteranodon has no teeth, instead using its sharp beak to stab prey too large to swallow with one gulp. "
Pteranodon,"Medium  beast,  unaligned  Armor Class 13  (natura l armor) Hit Points 13  (3d8) Speed 10ft., fly  60ft. "
Purple Worm,"Gargantuan monstrosity, unaligned  Armor Class 18  (natural armor) Hit Points 247  (15d20 + 90) Speed 50 ft.,  burrow 30ft. "
Quadrone,"Meaium  construct, lawful neutral  Armor Class 16 (natural armor) Hit Points 22 (4d8 + 4) Speed 30ft., fly  30ft. "
Quaggoth,"Savage and territorial, quaggoths climb the chasms of the Underdark. They maul their foes in a frenzy, becoming even more murderous in the face of death.  Quaggoth Origins. Quaggoths were never an  enlightened species, but they were not a lways  the brutal Underdark denizens they are today. In a distant age, quaggoth tribes dwelled upon the surface as nocturnal arboreal hunters, possessing their own language and culture . When elves appeared in the mortal realm, they clashed with the quaggoths, eventually driving them to near extinction. Only by fleeing deep into the Underdark did the quaggoths survive.  As they passed the ages deep beneath the world, the quaggoths' fur lost its color and their vision adapted to the darkness, even as the constant danger and weird magic of their new realm transformed them. Turning increasingly brutal and savage, they ate whatever food they could find-and when they could not find it, they preyed on each other. As cannibalism became part of their culture, their past was abandoned.  Servants of the Drow. The ancient enmity between quaggoths and surface elves makes them easy converts to the dark elf cause. In recent years, the drow have taken an interest in breeding quaggoths, encouraging their ferocity while strengthening their obedience. Wealthy drow houses have legions of quaggoths at their command. Even worse, the drow cultivate the quaggoths' hatred of the elves by leading them on surface raids against known elven enclaves.  Thonots. Some quaggoths absorb psionic energy that  suffuses certain parts of the Underdark. When a tribe discovers that one of its own has inherited such powers, they press it into the role of tribal shaman, or thonot. A thonot keep a tribe's lore and ensures its superiority against enemies. A thonot that fails the tribe is slain and devoured in a cannibalistic ritual,  in the hope that its power passes to another more worthy quaggoth.  Poison Immunity. Generations of hunting venomous subterranean creatures and perpetual exposure to the molds and fungi that grow in the depths have forced quaggoths to adapt immunities to poisons of all kinds. "
Quaggoth Spore Servant,"Medium plant,  unaligned  Senses darkvi s ion 120ft., pas sive Perception 10 Languages - Challenge 0  (10 XP)  Armor Class 13  (natura l armo r) Hit Points 45  (6d8 +  18) Speed 20 ft., climb 20 ft.  Distress Spores. When the myconid takes damage, all  other myconids within 240 feet of it can sense its  pain. "
Quipper,"Tiny beast, unaligned  Armor Class 13 Hit Points 1 (1d4- 1) Speed 0 ft. , swim 40ft. "
Rakshasa,"The rakshasa employs delicacy and misdirection in its pursuit of dominion over others. Few creatures ever see the fiend in its true form, for it can take on any guise it wants, although it prefers to masquerade as someone powerful or influential: a noble, cardinal, or rich merchant, for example. A rakshasa's true form combines the features of a human and a tiger, with one noteworthy deformity: its palms are where the backs of the hands would be on a human.  Evil Spirits in Mortal Flesh. Rakshasas originated  long ago in the Nine Hells, when powerful devils created a dark ritual to free their essence from their fiendish bodies in order to escape the Lower Planes. A rakshasa enters the Material Plane to feed its appetite for humanoid flesh and evil schemes. It selects its prey with care, taking pains to keep its presence in the world a secret.  Evil Reborn. For a rakshasa, death on the Material Plane means an agonizing and torturous return to the Nine Hells, where its essence remains trapped until its body reforms- a process that cart take months or years. When the rakshasa is reborn, it has all the memories and knowledge of its former life, and it seeks retribution against the one who slew it.  If the target has somehow slipped through its grasp, the rakshasa might punish its killer's family, friends, or descendants.  Like devils, rakshasas killed in the Nine Hells are  forever destroyed. "
Rat,"Tiny beast, unaligned  Armor Class 10 Hit Points 1 (1d4- 1) Speed 20 ft . "
Raven,"Tiny beast, unaligned  Armor Class 12 Hit Points 1 (1d4 - 1) Speed 10ft., fly  50 ft. "
Reef Shark,"Medium  beast, unaligned  Armo r Class 12  (natural armor) Hit  Points 22 (4d8 + 4) Speed 0 ft.,  swim 40 ft. "
Remorhaz,"Huge monstrosity, _unaligned  Armor Class 17  (natura l armor)  l  Hit Points 195  (17d1 2 + 85) Speed 30ft., bu rrow 20ft. "
Revenant,"A revenant forms from the soul of a mortal who met a cruel and undeserving fate. It claws its way back into the world to seek revenge against the one who wronged it. The revenant reclaims its mortal body and superficially resembles a zombie. However, instead of lifeless eyes, a revenant's eyes burn with resolve and flare in the presence of its adversary. If the revenant's original body was destroyed or is otherwise unavailable, the spirit of the revenant enters another humanoid corpse. Regardless of the body the revenant uses as a vessel, its adversary always recognizes the revenant for what it truly is.  Hunger for Revenge. A revenant has only one year to exact revenge. When its adversary dies, or if the revenant fails to kill its adversary before its time runs out, it crumbles to dust and its soul fades into the afterlife. If its foe is too powerful for the revenant to destroy on its own, it seeks worthy allies to help it fulfill its quest.  Divine]ustice. No magic can hide a creature pursued  by a revenant, which always knows the direction and distance between it and the target of its vengeance. In cases where the revenant seeks revenge against more than one adversary, it pursues them one at a time, starting with the creature that dealt it the killing blow. If the revenant's body is destroyed, its soul flies forth to seek out a new corpse in which to resume its hunt.  Undead Nature. A revenant doesn't require air, food,  drink, or sleep. "
Rhinoceros,"Large beast, unaligned  Armor Class 11  (natura l armor) Hit Points 45  (6d10 +  12) Speed 40ft. "
Roc,"At first sight, a roc's silhouette looks much like any other bird of prey. As it descends, however, its unearthly size becomes terrifyingly clear. In flight, a roc's wingspan spreads two hundred feet or more. At rest, perched upon the mountain peaks that are its home, this monstrous bird rivals the oldest dragons in size.  Sky Titans. In the ancient days when giants battled dragons for control of the world, Ann am, the father of the giant gods, created the roes so that his worshipers might challenge the dragons' dominance of the air. When the war ended, the roes were freed from giant domination and spread throughout the world.  Though cloud giants and storm giants sometimes  tame these great birds, roes treat even giants as potential prey. They fly great distances in search of food, soaring high above the clouds to reach their favored hunting grounds. A roc seldom hunts swift or small creatures, and it ignores towns and forests where prey can easily take cover. When it locates a large and slow moving target such as a giant, a whale, or an elephant, a roc dives down to snatch its prey in its massive talons. Remote and Alone. Roes are solitary creatures that can live for centuries. They lair in nests made from trees, tents, broken ships, and the remains of caravans they carry off, placing these massive tangles in mountain clefts out of the reach of lesser creatures.  Sometimes a roc's nest contains treasures from the  caravans or ships they raid, but these creatures are heedless of such baubles. More rarely, a nest holds eggs that are taller than a human, produced by the roes' infrequent mating.  ?ti  =ts=  ~.....,...._,::.::--  - 1  . .., Roc Gargantuan monstrosity, unaligned  Armor Class 15  (natural armor) Hit Points 248  (16d20 + 80) Speed 20ft., fly  120ft. "
Roper,"Living in caves and caverns throughout the Underdark, voracious ropers feast on whatever they can catch and seize. A roper eats any creature, from Underdark beasts to adventurers and their gear.  A roper has the appearance of a stalagmite or  stalactite, which often allows it to attack with surprise. The creature can move slowly using thousands of sticky cilia beneath its base. It creeps up cave walls and along stone ceilings, finding the best position from which to attack.  Underdark Hunters. The roper is an evolved, mature form of piercer, with which it shares its rock like appearance and hunting tactics. A roper can hold still for long hours, shutting its single eye to look like nothing more than a mundane formation of rock. Creatures that come too close are surprised when that eye snaps open and sticky tendrils shoot out to seize them. The roper then makes horrible guttural sounds as it reels in its struggling victims, drawing them close for the fatal bite of its stony teeth.  A roper can digest anything it eats with the exception of platinum, gemstones, and magic items,'~hich can sometimes be retrieved from the creature's gizzard after death. A roper's digestive juices are also valuable, fetching a high price from alchemists who use them as a solvent.  Weakening Tendrils. A roper has six nubs set along its body, through which it extrudes sticky tendrils that bond to whatever they touch. Each tendril sends out hair-like growths that penetrate a creature's flesh and sap its strength, so the victim can struggle only weakly as the roper reels it in. If a tendril is cut through or broken, the roper produces a new one to replace it. "
Rust Monster,"Most dwarves would rather face a squad of orcs than confront a single rust monster. These strange, normally c;locile creatures corrode ferrous metals, then gobble up the rust they create. In doing so, they have ruined the armor, shields, and weapons of countless adventurers.  A rust monster's body is covered in thick, lumpy armor, its long tail ends in a bony protrusion, and two feathery antennae sprout from  its insectile head.  Underground Scavengers. Rust monsters roam  subterranean passages in search of ferrous metals such as iron, steel, adamantine, and mithral to consume. They ignore creatures not carrying such metals, but can become aggressive toward those bearing steel weapons and armor. A rust monster can smell its food at a distance, immediately dashing toward the scent's source to corrode and consume the object.  A rust monster doesn't care if the rust it consumes comes from a spike or a sword. Adventurers can distract the creature by dropping ferrous objects behind them. Subterranean Wanderers. Rust monsters are rarely  found in large numbers, preferring to hunt alone or in small groups. They meander along tunnels, moving from cave to cave in their tireless search for ferrous metals to consume. Their wanderings often bring them into contact with other Underdark denizens that find them harmless or unappetizing. Thus, rust monsters may be found in close proximity to other subterranean monsters. If they are well treated and well fed,  they can also become friendly companions or pets. "
Saber-toothed Tiger,"Large beast, unaligned  Armor Class 12 Hit Points 52 (7d10 +  14) Speed 40ft. "
Sahuagin,"Across fog-shrouded coasts or endless ocean swells, an ominous drone sounded on a conch shell chills the blood of a ll who hear it. This is the sound of the sahuagin hunting horn-a call to raid and battle. Coastal settlers refer to sahuagin as ""sea devils,"" for sahuagin have no compassion in them, slaughtering the crews of ships and decimating coastal villages.  Devils of the Deep. S ahuagin are a predatory, piscine  race that ventures from the ocean's black depths to hunt the creatures of the shallows and shore. Though they dwell in the deepest trenches of the ocean, sahuagin view the entire aquatic realm as their kingdom and the creatures in it as blood sport for their hunting parties.  The self-styled rulers of  sahuagin ocean domains are massive mutant males that grow second sets of arms. They are terriblcy  foes in battle, and all sahuagin bow down before these powerful barons.  Way of the Shark. Sahuagin worship the shark god  Sekolah. Only female sahuagin are deemed worthy of channeling the god's power,  and prieste$Ses hold tremendous sway in sahuagin communities.  Sahuagin are driven into a frenzy by the smell of  fresh blood. As worshipers of Sekolah, they also have a special kinship with sharks, which they train as attack animals. Even untrained sharks recognize sahuagin as allies and don't prey on them.  Elven Enmity. The sahuagin might control the oceans  if not for the presence of their mortal enemies, the aquatic elves. Wars between the two races have raged for centuries across the coasts and seas of the world, disrupting maritime trade and drawing other races into the bloody conflict.  So intense is sahuagin hatred for the aquatic elves that the sea devils have adapted to combat their ancient foes. A sahuagin born near enough to an aquatic elf community can enter the world as a malenti- a sahuagin that physically resembles an aquatic elf in every way. Sahuagin are prone to mutation, but whether this rare phenomenon is a result of the wars between the sahuagin and the aquatic elves- or whether it preceded or even began the conflict- none can say.  The sahuagin put the malenti to good use as spies and assassins in aquatic elf cities a nd the societies of other creatures that pose a threat to sahuagin. The mere shadow of the malenti threat incites paranoia and suspicion among aquatic elves, whose resilience is weakened as the prelude to an actual sahuagin invasion. "
Satyr,"Satyrs are raucous fey that frolic in wild forests, driven by curiosity and hedonism in equal measure.  Satyrs resemble stout male humans with the furry lower bodies and cloven hooves of goats. Horns sprout from their heads, ranging in shape from a pair of small nubs to large, curling rams' horns. They typically sport facial hair.  Hedonistic Revelers. Satyrs crave the strongest drink, the most fragrant spices, and the most dizzying dances. A satyr feels starved when it can't indulge itself, and it goes to great lengths to sate its desires. It might kidnap a fine minstrel to hear lovely songs, sneak through a well-defended garden to gaze upon a beautiful lad or lass, or infiltrate a palace to taste the finest food in the land. Satyrs allow no festivity to pass them by. They partake in any holiday they've heard of.  Civilizations of the world have enough festivals and holy days among them to justify nonstop celebration.  Inebriated on drink and pleasure, satyrs give no  thought to the consequences of the hedonism they incite in others. They leave such creatures mystified at their own behavior. Such revelers might have to scrounge for excuses  to explain their disordered state to parents, employers, family, or friends. "
Scorpion,"Tiny  beast,  unaligned  Armor Class  11  (natural armor) Hit Points 1 (1d4 - 1) Speed  10ft. "
Scout,"Medium  humanoid (any  race),  any alignment  Armor Class  l3  (leather armor) Hit Points 16  (3d8 + 3) Speed 30ft. "
Sea Hag," ,..  Sea hags live in dismal and polluted underwater lairs, surrounded by merrow and other aquatic monsters. Beauty drives a sea hag to fits  of anger. When confronted with something beautiful, the hag might simply attack it or deface it.  If something beautiful gives hope, a sea hag wants it to cause despair. If it inspires courage, the sea hag wants it to cause fear.  Ugly Inside and Out. Sea hags are by far the ugliest of a ll  hags, with slimy scales covering their pallid skin. A sea hag's hair resembles seaweed and covers her emaciated body, and her glassy eyes seem as lifeless as a doll's. Although a sea hag can hide her true form under a veil of illusion, the hag is cursed to forever appear ugly. Her illusory form appears haggard at best.  Covens. A sea hag that is part of a coven (see the ""Hag  Covens"" sidebar) has a challenge rating of 4 (1,100 XP). "
Sea Horse,"Tiny beast,  unaligned  Armor Class 11 Hit Points 1 (1d4 - 1) Speed 0 ft.,  swim  20ft. "
Shadow,"Shadows are undead that resemble dark exaggerations of humanoid shadows.  Dark Disposition. From the darkness, the shadow reaches out to feed on living creatures' vitality. They can consume any living creature, but they are especially drawn to creatures untainted by evil. A creature that lives a life of goodness and piety consigns its basest impulses and strongest temptations to the darkness where the shadows hunger. As a shadow drains its victim's strength and physical form, the victim's shadow darkens and begins to move of its own volition. In death, the creature's shadow breaks free, becoming a new undead shadow hungry for more life to consume.  If a creature from which a shadow has been created  somehow returns to life, its undead shadow senses the return. The shadow might seek its ""parent"" to vex or slay. Whether the shadow pursues its living counterpart, the creature that birthed the shadow no longer casts one until the monster is destroyed. Undead Nature. A shadow doesn't require air,  food, drink, or sleep. "
Shadow Demon,"Medium fiend (demon),  chaotic evil  Armor Class 13 Hit Points 66  (12d8 + 12) Speed 30ft., fly  30ft. "
Shambling Mound,"A shambling mound, sometimes called a shambler, trudges ponderously through bleak swamps, dismal marshes, and rain forests , consuming any organic matter in its path. This rotting heap of animated vegetation looms up half again as tall as a human, tapering into a faceless ""head"" at its top.  All-Consuming Devourers. A shambling mound feeds on any organic material, tirelessly consuming plants as it moves and devouring animals that can't escape it.  Only the shambling mounds' rarity and plodding speed prevent them from overwhelming entire ecosystems. Even so, their presence leeches natural environments of plant and animal life, and an unsettling quiet pervades the swamps and woods haunted by these ever-hungry horrors.  ..)  Unseen Hunters. Composed of decaying leaves,  vines, roots, and other natural swamp and forest compost, shamblers can blend into their environs. Because they move slowly, they rarely attempt to pursue and catch creatures. Rather, they remain in place, sustaining themselves by absorbing nutrients from their surroundings as they wait for prey to come  ce to  them. When a creature passes near or alights upon a shambling mound, the monster comes to life, seizing and absorbing the unwary prey.  Spawned by Lightning. A shambling mound results  from a phenomenon in which lightning or fey  magic invigorates an otherwise ordinary swamp plant. As the plant is reborn into its second life, it chokes the life from plants and animals around it,  mulching their corpses in a heap around its roots. Those roots eventually give up their reliance on the soil, directing the shambling mound to seek out new sources of food.  The Weed that Walks. The instinct that drives a shambling mound is its central root-stem, buried somewhere inside its ponderous form. The rest of a shambler consists of the rotting heap that it simultaneously accumulates and feeds on, which protects the root-stem and animates to smash and smother the life from any creature.  •  Large plant, unaligned  Armor Class  15  (natural armor) Hit  Points 136  (16d10 + 48) Speed 20ft., swim  20ft. "
Shrieker," A shrieker is a human-sized mushroom that emits a piercing screech to drive off creatures that disturb it. Other creatures use the fungi  as an alarm to signal the approach of prey, and various intelligent races of the Underdark cultivate shriekers on the outskirts of their communities to discourage trespassers."
Silver Dragon Wyrmling,"Medium  dragon, lawful good  Armor Class 17  (n atural  armor) Hit Points 45  (6d8 +  18)  ,  Speed 30ft., fly  60ft. "
Slaad Tadpole,"Tin y aberration,  chaotic neutral  Armor Class  12 Hit Points 10  (4d4) Speed 30 ft. "
Smoke Mephit,"Small elemental, neutral evil  Armor Class  12 Hit  Points 22  (5d6 + 5) Speed 30 ft. , fly  30ft. "
Solar," A solar is godlike in its glory and power. On the battlefield, the solar's sword flies into the fray on its own, and a single arrow from a solar's bow can strike a target dead on contact. So great is a solar's celestial might that even demon princes shrink at its resonant commands.  It is said that only twenty-four solars exist. The few solars that are known are stewards of specific deities. The others rest in a state of contemplation, waiting for the time when their services are needed to stave off some cosmic threat to the cause of good. "
Spectator," A spectator is a lesser beholder that is summoned from another plane of existence by a magical ritual, the components of which include four beholder eyestalks that are consumed by the ritual's magic. Appropriately, a spectator has four eyes talks, two on each side of the wide eye at the center of its four-foot diameter body.  Magical Guardians. A summoned spectator guards a location or a treasure of its summoner's choice  for  101 years, allowing no creature but its summoner to enter the area or access the item, unless the summoner instructed otherwise. If the item is stolen or destroyed before the years have all passed, a summoned spectator vanishes.  It otherwise never abandons its post.  Glimmers of Madness. Though it can speak, a  spectator communicates primarily by way of telepathy. It is civil while on guard, openly discussing its orders and its summoner. However, even a brief conversation with a spectator is enough to reveal quirks in its personality brought on by its years of isolation. It might invent imaginary enemies, refer to itself in the third person, or try to adopt the voice of its summoner.  Like any beholder, a spectator views itself as the  epitome of its kind, and it has an intense hatred of other spectators. If two spectators encounter one another, they almost always fight to the death.  Freed from Service. When a spectator has fulfilled  its service, it is free to do as it pleases. Many take up residence in the places they previously guarded, especially if their summoners have died. With the spectator's loss of purpose, the flickers of madness it dis~layed during its servitude flourish.  its  action  to  make a melee or ranged  attack  agaiAst a randomly determined creature within  ran ge.  If the target can't attack, it does nothing on  its turn .  2. Paralyzing Ray. The target must succeed on  a  DC  13 Constitution  saving throw or be  paralyzed for  1 minute. The target can  repeat the saving throw  at the end of each of its turns, ending the effect on  itself on  a success.  3. Fear  Ray.  The target must succeed on  a DC  13  Wisdom  saving throw or be frightened  for  1 minute. The target can repeat the saving throw at the end of each of its turns, with disadvantage if the spectator is  visible to the target,  ending the effect on  itself on  a success.  4. Wounding  Ray.  The target must make a DC  13  Constitution  saving throw, taking 16  (3d10)  necrotic damage on  a failed save,  or half as  much damage on a successful one.  Create  Food and Water.  The spectator magically creates enough food  and water to  sustain  itself for  24  hours. "
Specter,"A specter is the angry, unfettered spirit of a humanoid that has been prevented from passing to the afterlife. Specters no longer possess connections to who or what they were, yet are condemned to walk the world forever. Some a re spawned when dark magic or the touch of a wraith rips a soul from a living body.  Beyond Redemption. When a ghost's unfinished business is completed, it can rest at last. No s uch rest or redemption awaits a specter. It is doomed to the Material Plane, its only end the oblivion that comes with th e destruction of its soul.  Until then, it bears out its lonely life in forlorn places, carrying on forgotten through the ages of the world.  Undying Hatred. Living creatures remind the specter that life is beyond its grasp. The mere sight of the living overwhelms a specter with sorrow and wrath, which can be abated only by destroying said life. A specter kills quickly and mercilessly, for only by depriving others of life can it gain the slightest satisfaction. However, no matter how many lives it extinguishes, a specter always succumbs to its hatred and sorrow.  DweJ/ers in Darkness. Sunlight represents a  source of life that no specter can ever hope to douse, and it pains them. When night falls, they leave their final  resting places in search of living creatures to slay, knowing that few weapons can harm them in return. At the first light of dawn, they retreat back into the darkness, where they remain until night falls again.  Undead Nature. A specter doesn't require air, food,  drink, or sleep. "
Spider,"Tiny beast,  unaligned  Armor Class 12 Hit  Points 1 (1d4- 1) Speed 20ft.,  climb  20 ft. "
